975;146.33;1012;5426.33
976;20.92;1041;40.84
976;318.43;1042;748.39
977;28.97;1043;2783.36
978;380.12;1044;209.82
979;32.11;1045;105.94
979;45.9;1046;14.29
980;40.22;1047;47.78
981;146.35;1048;107.86
982;331.21;1049;8.27
983;483.06;1050;245.05
984;55.65;1051;30.62
985;0.56;1052;849.88
985;179.78;1053;70.45
986;2.13;1054;11.23
986;627.86;1055;746.62
987;1148.14;1056;370.83
987;3835.63;1057;5666.55
988;157.76;1058;11.43
989;78.99;1059;84.54
990;967.28;1060;91.89
991;1367.67;1061;62.59
992;1663.8;1062;61.82
993;111.29;1063;30.29
994;203.83;1064;1247.66
995;209.13;1065;160.02
996;1293.26;1066;21.5
997;32.8;1067;82.73
998;53274.09;1068;5426.33
999;98786.78;1069;13555.28
1000;16.82;1070;62.49
1001;54.12;1071;277.87
1002;112.11;1084;377.35
1003;524.77;1085;9.41
1004;543.73;1086;77.55
1005;121.89;1087;45.53
1006;224.23;1088;211.92
1007;116.06;1089;143.88
1007;8392.38;1090;4348.23
1008;98.05;1091;222.58
1009;977.01;1092;10.35
1010;247.14;1093;155.21
1011;21.87;1094;551.34
1012;5416.29;1095;268.01
1041;40.76;1096;130.69
1042;747.01;1097;102.1
1043;52.39;1098;61.2
1043;545.13;1099;4770.09
1043;2180.54;1100;238.94
1044;30.58;1101;508.82
1044;178.86;1102;61.26
1045;105.75;1103;4.41
1046;6.42;1104;56.5
1046;7.85;1105;187.36
1047;47.7;1106;10.39
1048;107.66;1107;36.4
1049;8.26;1108;23.13
1050;244.59;1109;5156.05
1051;30.57;1110;23.1
1052;848.31;1111;550.32
1053;70.34;1121;587.29
1054;11.21;1122;5482.77
1055;126.37;1123;212.21
1055;618.86;1124;183.78
1056;370.15;1125;526.28
1057;5656.07;1126;335.03
1058;11.41;1127;41.38
1059;84.39;1128;35.74
1060;91.72;1307;1002.02
1061;62.49;1308;2796.51
1062;61.72;1309;440.26
1063;30.21;1310;7106.16
1064;1245.36;1311;1475.72
1065;159.73;1312;163.36
1066;21.31;1313;275.67
1067;81.9;1314;64.8
1068;5416.29;1315;194
1069;13530.19;1316;530.92
1070;62.38;1317;62.28
1071;277.36;1318;62.28
1084;376.66;1319;5666.55
1085;9.37;1320;3.31
1086;77.41;1321;114.35
1087;45.45;1322;2368.51
1088;211.51;1323;52.38
1089;142.71;1324;61.26
1090;345.28;1325;6603.82
1090;1780.59;1326;611.57
1090;2214.33;1327;177.67
1091;222.16;1328;222.17
1092;10.34;1329;103.1
1093;53.02;1330;1.12
1093;101.92;1331;618.73
1094;550.32;1332;877.43
1095;267.52;1333;3.98
1096;130.45;1334;527.54
1097;101.92;1335;70.44
1098;60.29;1336;248.1
1099;4761.3;1337;318.54
1100;238.46;1338;480.27
1101;507.88;1339;254.43
1102;61.15;1340;26050.82
1103;4.41;1341;15.97
1104;56.38;1342;22.31
1105;187.03;1343;14.29
1106;10.38;1344;62.7
1107;36.34;1352;5.82
1108;6.02;1353;796.38
1108;17.02;1354;323.36
1109;1171.98;1355;119.16
1109;3974.53;1356;285.88
1110;6.39;1357;89.85
1110;16.68;1358;445.28
1111;549.31;1359;59.54
1121;41.08;1360;40.17
1121;545.13;1361;128.34
1122;5472.63;1362;59.2
1123;211.58;1363;978.81
1124;183.44;1364;231.56
1125;525.3;1365;12.75
1126;334.41;1366;9.88
1127;41.05;1433;749.77
1128;35.68;1434;5.02
1307;1000.16;1435;42.9
1308;2791.34;1436;154.89
1309;439.45;1437;389.28
1310;7093.01;1438;18.85
1311;1472.99;1439;584.54
1312;163.06;1440;216.96
1313;275.16;1441;1.2
1314;63.83;1442;322.64
1315;193.64;1447;462.73
1316;529.94;1448;1.65
1317;62.16;1449;1061.84
1318;62.17;1450;572.66
1319;5656.07;1451;3399.93
1320;3.31;1452;68.61
1321;114.14;1453;22.18
1322;1.84;1454;55.95
1322;96.82;1455;759.85
1322;2265.48;1456;754.8
1323;52.28;1457;231.76
1324;61.15;1458;53.14
1325;6591.62;1468;0.61
1326;610.44;1469;775.12
1327;177.32;1470;6.6
1328;55.44;1471;1041.42
1328;166.33;1472;225.53
1329;102.91;1473;337.29
1330;1.12;1474;426.67
1331;617.59;1475;182.87
1332;875.81;1476;105.86
1333;3.98;1477;4606.34
1334;107.83;1478;517.25
1334;418.7;1479;183.78
1335;4.69;1480;159.28
1335;65.63;1481;6410.98
1336;247.65;1482;0.86
1337;158.98;1483;2944.41
1337;158.98;1484;61.26
1338;479.39;1485;99.06
1339;253.96;1486;104.94
1340;26002.6;1487;1440.83
1341;15.96;1488;287.92
1342;22.25;1489;23.49
1343;14.27;1490;8572.72
1344;20.21;1491;35.63
1344;42.13;1492;1534.46
1352;5.82;1493;150.29
1353;794.91;1494;4671.08
1354;322.77;1495;556.83
1355;1.75;1496;9809.56
1355;10.71;1497;234.83
1355;106.5;1498;10852.66
1356;285.36;1499;2010.12
1357;89.69;1500;6861.12
1358;444.45;1501;153.15
1359;59.44;1645;1642.05
1360;39.95;1785;91.89
1361;128.11;1786;86.68
1362;59.1;1787;1055.39
1363;977;1788;121.46
1364;231.14;1789;867.85
1365;12.73;1790;1469.8
1366;9.87;1791;295.18
1433;748.39;1792;64.13
1434;5.02;1793;28.58
1435;42.82;1794;8.41
1436;1.28;1795;3543.16
1436;153.33;1796;12.52
1437;388.56;1797;3.93
1438;18.82;1798;455.62
1439;583.46;1799;200.57
1440;216.56;1800;57.18
1441;1.2;1801;85.76
1442;322.05;1802;148.63
1447;6.73;1803;237.55
1447;455.15;1804;8.09
1448;1.65;1805;36.66
1449;1059.88;1806;274.1
1450;571.61;1807;66.76
1451;458.6;1808;33.1
1451;2935.04;1809;18.37
1452;68.49;1810;8487.13
1453;22;1811;21.25
1454;55.85;1812;66.78
1455;758.43;1813;127.63
1456;753.41;1814;190.92
1457;231.34;1818;181.33
1458;53.05;1819;95.38
1468;0.61;1820;290.98
1469;773.7;1821;44.92
1470;6.59;1822;210.44
1471;1039.5;1823;124.3
1472;12.17;1824;60.55
1472;212.95;1825;6.23
1473;336.66;1826;21956.75
1474;425.89;1827;16.33
1475;182.51;1828;21.88
1476;105.67;1829;33.95
1477;4597.82;1830;1141.74
1478;24.83;1839;463.63
1478;491.47;1953;367.52
1479;183.44;1954;33.69
1480;158.99;1955;44.92
1481;6399.12;1956;30.64
1482;0.86;1957;214.41
1483;2938.96;1958;2641.33
1484;61.15;1959;25.74
1485;98.86;1960;674.31
1486;104.76;1961;438.71
1487;1438.17;1962;23.48
1488;287.39;1963;172.85
1489;23.3;1964;305.31
1490;8556.86;1965;22.03
1491;35.57;1966;52.24
1492;1531.62;1967;323.26
1493;150.02;1968;84.56
1494;4662.44;1969;400.9
1495;555.8;2197;31.98
1496;9791.41;2198;501.12
1497;234.4;2199;263.42
1498;10832.58;2200;80
1499;668.8;2201;421.98
1499;1337.6;2202;106.18
1500;6848.42;2203;510.5
1501;152.87;2204;31.91
1645;1639.02;2205;122.52
1785;91.72;2206;44.93
1786;86.53;2212;497.07
1787;1053.51;2527;91.2
1788;121.26;2528;638.13
1789;866.11;2529;1161.03
1790;1467.11;2530;57.89
1791;294.6;2531;59.22
1792;63.82;2532;10.75
1793;28.53;2533;1691.64
1794;8.4;2534;1884.92
1795;3536.61;2535;197.56
1796;12.5;2536;387.98
1797;3.93;2537;77.59
1798;454.78;2538;3.47
1799;200.21;2539;446.69
1800;57.07;2540;67.78
1801;85.61;2541;1084.81
1802;148.36;2542;2976.13
1803;53.67;2544;85.36
1803;183.44;2545;3.11
1804;8.07;2546;5.36
1805;36.6;2604;31.1
1806;100.35;2605;15.32
1806;173.25;2821;872.96
1807;66.64;2822;27.56
1808;33.04;2823;1729.62
1809;18.34;2824;277.2
1810;93.61;2825;53.58
1810;8377.83;2826;159.62
1811;21.2;2827;466.27
1812;66.66;2828;206.75
1813;127.4;2829;39.81
1814;190.57;2830;1852.57
1818;181.03;2831;102.1
1819;31.99;2833;158.35
1819;63.19;2834;8168
1820;290.45;2835;56.89
1821;44.84;2836;237.6
1822;210.04;2837;51.84
1823;123.29;2838;27.71
1824;60.44;2839;126.6
1825;6.22;2840;13.35
1826;21916.11;2841;31.11
1827;16.31;2842;1347.72
1828;21.83;2946;127.62
1829;33.7;2947;848.94
1830;1139.63;2948;3618.42
1839;462.78;2949;174.31
1953;366.84;2950;561.43
1954;33.63;2951;71.31
1955;44.84;2952;111.8
1956;30.58;2953;39.06
1957;214.02;2954;746.29
1958;2636.45;2955;918.9
1959;25.68;2956;2144.1
1960;673.08;2957;6.19
1961;437.9;2958;272.1
1962;23.44;2959;343.06
1963;172.53;2960;1238.06
1964;304.75;2961;55.13
1965;21.99;2962;96.38
1966;52.15;2963;41.35
1967;322.64;2964;125.58
1968;84.42;2965;516.1
1969;400.16;2966;5753.35
2197;31.93;2967;18.31
2198;493.61;2974;12.19
2199;262.94;2975;4.71
2200;79.86;2976;52.94
2201;421.2;2977;174.36
2202;105.99;2978;22.78
2203;509.56;2979;68.31
2204;31.86;2980;17.96
2205;122.3;2981;439.53
2206;44.84;2982;498.65
2212;496.16;2983;50.32
2527;91.04;2984;80.86
2528;636.95;2985;490.08
2529;1158.89;2986;82.7
2530;57.78;2987;939.32
2531;59.12;2988;408.4
2532;10.74;2989;68.61
2533;35.16;2990;156.88
2533;1653.3;2991;151.87
2534;1881.48;2992;21890.24
2535;197.2;2993;142.94
2536;387.26;2994;737.16
2537;77.45;2995;61.26
2538;3.47;2996;0.01
2539;445.87;2997;18469.12
2540;67.66;3448;78.82
2541;1082.81;3449;45.95
2542;239.7;3450;65.56
2542;2730.93;3451;202.92
2544;85.2;3452;121.9
2545;3.11;3453;1206.82
2546;5.36;3454;654.72
2604;31.05;3455;121.91
2605;15.3;3456;81.69
2821;871.35;3457;408.4
2822;27.25;3545;573.19
2823;1726.56;3626;8885.15
2824;274.94;3627;500.29
2825;53.49;3628;941.41
2826;159.34;3629;116.39
2827;465.46;3630;729
2828;206.37;3631;2969.67
2829;39.74;3632;667.44
2830;1849.16;3633;3231.59
2831;101.92;3634;22.46
2833;158.06;3635;342.2
2834;8152.88;3636;35.28
2835;56.79;3637;1194.57
2836;234.04;3638;701.3
2837;51.05;3639;10.21
2838;27.51;3640;14.4
2839;126.37;3641;2487.77
2840;13.33;3642;324.68
2841;31.06;3643;129.87
2842;1345.23;3644;0.26
2946;127.39;3645;338.42
2947;847.37;3646;21.74
2948;3611.73;3647;81.08
2949;173.99;3648;7.31
2950;560.4;3649;8.83
2951;71.18;3650;12.25
2952;111.6;3651;28.79
2953;38.84;3652;193.99
2954;744.91;3653;133.49
2955;917.2;3654;25.1
2956;2140.14;3655;181.64
2957;6.18;3656;802.15
2958;271.6;3657;58.35
2959;342.43;3658;2.33
2960;1235.77;3659;77.6
2961;55.03;3660;39.47
2962;96.21;3661;2476.13
2963;41.28;3662;47.25
2964;125.35;3663;22.12
2965;515.16;3664;8.19
2966;5742.69;3665;145.06
2967;18.28;3666;396.15
2974;12.17;3667;28.59
2975;4.69;3668;95.26
2976;52.7;3669;5.13
2977;173.63;3670;625.34
2978;22.74;3671;7.66
2979;68.19;3672;529.69
2980;17.8;3673;32.01
2981;438.7;3674;178.42
2982;497.74;3675;5.25
2983;50.22;3676;78
2984;80.72;3677;334.23
2985;489.17;3678;15.62
2986;82.55;3679;1340.08
2987;937.59;3680;71.27
2988;407.65;3681;160.36
2989;68.49;3682;704.49
2990;156.59;3683;15.57
2991;151.59;3684;42.47
2992;21849.72;3685;815.53
2993;142.68;3880;372.46
2994;735.79;4028;32.05
2995;61.15;4029;82.33
2996;0.01;4030;14.12
2997;18434.94;4031;176.12
3448;78.68;4032;371.64
3449;45.87;4033;460.68
3450;65.44;4034;202.93
3451;202.55;4035;241.97
3452;121.68;4036;44.41
3453;1204.59;4037;102.1
3454;653.51;4038;102.11
3455;121.68;4039;25.52
3456;81.54;4040;199.3
3457;407.65;4041;740.22
3545;572.13;4042;1200.7
3626;8868.71;4043;242.99
3627;499.37;4044;51.61
3628;939.67;4045;19.92
3629;116.18;4046;18.98
3630;727.66;4047;22.82
3631;2964.16;4048;22.82
3632;666.21;4049;63.24
3633;3225.61;4050;343.06
3634;22.42;4051;9.95
3635;341.57;4052;136.73
3636;34.75;4053;350.2
3637;1192.36;4054;721.13
3638;700.01;4055;1.02
3639;10.2;4056;120.97
3640;14.38;4057;1960.32
3641;2483.17;4058;330.8
3642;324.08;4059;119.02
3643;129.63;4060;45.95
3644;0.26;4061;132.92
3645;337.8;4062;142.94
3646;21.71;4063;1121.06
3647;80.93;4064;18.97
3648;7.31;4065;2.27
3649;8.83;4066;66.79
3650;12.23;4067;55.13
3651;28.74;4068;1.26
3652;193.64;4069;367.56
3653;133.18;4076;355.09
3654;25.07;4077;81.27
3655;181.32;4078;23.74
3656;800.7;4079;226.66
3657;57.92;4080;10.64
3658;2.33;4081;107.43
3659;77.47;4082;400.74
3660;39.38;4083;1393.67
3661;2471.55;4084;79.67
3662;47.17;4085;427.42
3663;22.06;4086;252.41
3664;8.19;4087;28.63
3665;144.8;4088;71.27
3666;395.42;4089;48.61
3667;28.54;4090;5052.93
3668;95.09;4091;501.71
3669;5.13;4092;1310.33
3670;624.19;4093;98.53
3671;7.65;4345;95.36
3672;528.66;4346;136.73
3673;31.96;4347;244.97
3674;178.13;4348;35.74
3675;5.25;4349;10.28
3676;77.86;4350;122.52
3677;333.61;4351;4.01
3678;15.6;4352;100.97
3679;1337.6;4353;8.28
3680;71.14;4354;293.55
3681;160.07;4355;238.91
3682;703.18;4356;144.98
3683;15.55;4357;490.08
3684;42.4;4358;3736.86
3685;814.03;4359;231.56
3880;371.78;4360;3.67
4028;31.78;4361;1.3
4029;82.18;4362;30.4
4030;14.06;4433;147.02
4031;175.84;4434;1936.04
4032;370.96;4435;309.23
4033;459.83;4436;47.46
4034;202.55;4437;27.82
4035;241.53;4438;238.91
4036;44.33;4439;1184.67
4037;101.92;4440;1737.74
4038;101.9;4441;2504.92
4039;25.48;4442;36.4
4040;198.93;4443;215.94
4041;738.86;4444;95924.73
4042;1198.47;4445;31.45
4043;242.55;4562;172.19
4044;51.36;4563;362.09
4045;19.73;4564;62.28
4046;18.79;4565;306.3
4047;22.63;4566;137.84
4048;22.63;4567;817.82
4049;62.3;4568;581.46
4050;342.43;4603;1092.29
4051;9.95;4604;846.31
4052;136.48;4605;9.14
4053;349.56;4606;20.56
4054;719.76;4607;62.94
4055;1.02;4608;14.29
4056;120.76;4609;11.33
4057;1956.7;4610;66.79
4058;330.19;4611;84.54
4059;118.82;4612;94.64
4060;45.86;4613;123.79
4061;132.68;4614;224.64
4062;142.68;4615;489.41
4063;1118.99;4616;72.04
4064;18.94;4845;3919.21
4065;2.27;4846;847.84
4066;66.66;4847;357.35
4067;55.03;4848;2713.16
4068;1.26;4961;64.97
4069;366.88;4962;72.28
4076;354.44;4963;3.15
4077;81.12;4964;328.25
4078;23.7;4965;1163.94
4079;226.25;4966;6.31
4080;10.62;4978;87.9
4081;107.24;4979;65.34
4082;400;4980;211.86
4083;1391.09;4981;117.84
4084;79.53;4982;3043.52
4085;426.43;4983;492.38
4086;251.94;4984;224.57
4087;28.58;4985;16.8
4088;71.14;4986;52.11
4089;48.51;4987;6.33
4090;5043.58;4988;61.26
4091;500.79;4989;181.3
4092;1307.91;4990;78
4093;98.35;4994;939.32
4345;95.19;4995;8516.37
4346;136.48;4996;11.9
4347;244.51;4997;863.77
4348;35.68;4998;499.4
4349;10.27;4999;6.5
4350;122.3;5000;11.09
4351;4.01;5001;118.6
4352;100.79;5002;26.93
4353;8.28;5101;81.27
4354;292.98;5102;53.18
4355;238.47;5103;52.76
4356;144.72;5104;30.39
4357;489.18;5105;25.46
4358;3729.95;5106;142.94
4359;231.14;5108;341.42
4360;3.67;5109;292.58
4361;1.3;5110;204.2
4362;30.16;5111;63.05
4433;146.75;5112;3.68
4434;1932.46;5113;407.77
4435;308.66;5331;256.07
4436;47.38;5332;1783.89
4437;27.77;5333;2452.85
4438;238.47;5334;113.19
4439;1182.48;5335;69.85
4440;1734.53;5336;5902.89
4441;2500.29;5337;1163.94
4442;36.34;5338;6.33
4443;215.55;5339;492.38
4444;95747.17;5340;183.78
4445;31.4;5341;159.96
4562;171.88;5342;6.5
4563;361.42;5343;49.82
4564;62.17;5344;43.65
4565;305.74;5345;483.95
4566;137.59;5346;663.65
4567;816.31;5347;2762.98
4568;580.39;5348;20.42
4603;1090.27;5349;121.92
4604;844.75;5350;242.99
4605;9.13;5351;5819.7
4606;20.25;5352;327.28
4607;62.83;5353;275.4
4608;14.27;5354;123.18
4609;11.3;5355;2.2
4610;66.67;5356;178.4
4611;84.39;5357;1257.46
4612;94.54;5358;232.78
4613;123.49;5359;1203.96
4614;224.23;5360;611.57
4615;488.5;5361;61.28
4616;71.91;5362;1370.21
4845;3911.96;5363;658.54
4846;846.28;5364;877.42
4847;356.69;5365;3.98
4848;2708.14;5366;630.22
4961;64.85;5367;183.78
4962;72.15;5368;300.88
4963;3.15;5369;8.88
4964;327.65;5370;164.55
4965;1161.79;5371;49.24
4966;6.3;5372;496.2
4978;87.74;5373;11.68
4979;64.81;5374;960.52
4980;211.47;5375;233.04
4981;117.63;5376;75.81
4982;3037.89;5377;763.7
4983;491.47;5378;253.12
4984;224.16;5379;7708.69
4985;16.77;5392;514.58
4986;52.11;5393;160.3
4987;6.23;5394;647.31
4988;61.15;5395;183.78
4989;180.97;5396;31.55
4990;77.86;5397;1133.35
4994;937.59;5398;16.62
4995;8500.61;5399;12.16
4996;11.9;5400;49.62
4997;862.18;5401;70.4
4998;498.48;5402;68.97
4999;6.5;5403;138.24
5000;11.06;5404;55.13
5001;118.58;5405;2604.89
5002;26.69;5406;731.13
5101;81.12;5407;139.67
5102;53.09;5408;28.91
5103;52.66;5409;6.19
5104;30.37;5410;53.08
5105;25.38;5411;27.06
5106;142.68;5412;3.19
5108;340.79;5413;18.14
5109;292.04;5414;59358.95
5110;203.83;5415;7.21
5111;62.94;5424;122.52
5112;3.68;5425;81.06
5113;407.02;5426;658.55
5331;255.6;5664;249.94
5332;1780.59;5665;102.1
5333;2448.31;5666;76.06
5334;113;5667;6.37
5335;69.71;5668;204.2
5336;5891.97;5669;8.81
5337;1161.79;5679;281.34
5338;6.32;5680;16.32
5339;491.47;5681;15.89
5340;183.44;5682;95.57
5341;159.67;5683;604.43
5342;6.49;5684;857.64
5343;49.73;5685;31.16
5344;43.11;5686;245.68
5345;483.06;5687;460.63
5346;662.43;5688;1102.58
5347;2757.87;5689;31.65
5348;20.39;5690;1754.85
5349;121.69;5797;668.96
5350;242.55;5798;483.14
5351;5808.93;5799;29.41
5352;326.68;5800;4.59
5353;271.27;5801;154.11
5354;122.95;5802;52.07
5355;2.2;5803;521.81
5356;178.08;5804;650.17
5357;1255.14;5805;91.4
5358;232.35;5806;22.46
5359;1201.74;5807;40.43
5360;610.44;5808;44.4
5361;61.17;5809;66.62
5362;1367.67;5810;77.58
5363;657.33;5811;10.24
5364;875.8;5812;13.27
5365;3.98;5813;1176.19
5366;629.41;5814;49.62
5367;183.41;5815;47.07
5368;300.34;5816;42.88
5369;8.87;5817;183.78
5370;163.84;5818;18.38
5371;49.16;5819;107.13
5372;495.29;5820;13.86
5373;11.68;5821;183.78
5374;958.76;5822;68.24
5375;232.61;5823;136.31
5376;75.67;5824;35.04
5377;762.29;5825;35.73
5378;252.65;5826;2.14
5379;7694.43;5827;6.12
5392;513.63;5828;6.12
5393;160.01;5829;13.48
5394;646.12;5830;3.98
5395;183.44;5831;16.55
5396;31.55;5832;38.78
5397;1131.23;5833;6.06
5398;16.51;5834;66.79
5399;12.16;5835;3.47
5400;49.53;5836;91.89
5401;70.4;5837;58.59
5402;68.72;5838;57.98
5403;137.99;5839;490.08
5404;55.13;5847;70.14
5405;2600.17;5848;6.24
5406;729.68;5849;36.75
5407;139.41;5850;1.65
5408;28.78;5851;41.56
5409;6.18;5852;328.25
5410;53.08;5853;367.51
5411;27.01;5854;70.11
5412;3.19;5855;153
5413;18.05;5856;1.23
5414;59249.07;5857;526.89
5415;7.2;5858;39.95
5424;122.3;5859;6.12
5425;80.66;5860;9.19
5426;657.34;5861;80.05
5664;249.48;5862;35.53
5665;101.92;5863;479.86
5666;75.92;5864;1199.68
5667;6.36;5865;87.47
5668;203.83;5866;29.59
5669;8.8;5867;22.53
5679;280.77;5868;4.55
5680;16.31;5869;400.9
5681;15.89;5870;40.33
5682;95.4;6151;1266.85
5683;603.32;6152;595.71
5684;856.06;6153;1880.85
5685;31.1;6154;55.13
5686;245.23;6155;120.43
5687;459.78;6156;168.59
5688;1100.54;6157;7106.16
5689;31.6;6158;16.58
5690;1751.61;6159;51.46
5797;667.73;6160;6410.98
5798;482.25;6161;41.16
5799;29.41;6162;0.15
5800;4.59;6163;245.68
5801;153.89;6164;5666.55
5802;51.98;6165;2954.68
5803;520.71;6166;1854.61
5804;648.97;6167;1176.2
5805;91.3;6168;94.95
5806;22.42;6169;2325.43
5807;40.36;6170;326.72
5808;44.32;6171;17.15
5809;66.5;6172;73.75
5810;77.44;6173;61585.44
5811;10.22;6174;2748
5812;13.25;6175;91.89
5813;1174.02;6176;28.26
5814;49.62;6177;100.92
5815;47.07;6187;0.15
5816;42.64;6188;86.36
5817;183.44;6189;140.49
5818;18.35;6190;398.19
5819;107.07;6191;17.41
5820;13.86;6192;8.73
5821;183.44;6193;24.5
5822;67.97;6194;12.25
5823;136.18;6195;76.58
5824;35;6196;203.41
5825;35.67;6197;44.92
5826;2.14;6198;278.67
5827;6.11;6199;960.52
5828;6.08;6200;4.14
5829;13.46;6201;4744.05
5830;3.98;6217;109.56
5831;16.55;6218;91.07
5832;38.78;6219;667.45
5833;6.06;6220;15.72
5834;66.59;6221;367.52
5835;3.47;6222;65.57
5836;91.72;6223;64.44
5837;58.49;6224;81.6
5838;57.88;6225;38.25
5839;489.18;6226;1602.75
5847;70;6227;89.79
5848;6.22;6228;242.54
5849;36.69;6229;3981.6
5850;1.65;6230;1096.55
5851;41.53;6231;10.21
5852;327.65;6232;68.61
